TIMESTAMP_1,Ta_1_1_1,RH_1_1_1,PPFD_1_1_1,P_1_1_1
yyyy-mm-dd HHMM,C,%,umol+1m-2s-1,mm
2023-06-13 0430,3.805,81.11,30.465,0
2023-06-13 0500,3.812,80.246,35.469,0
2023-06-13 0530,4.068,79.639,92.268,0
2023-06-13 0600,4.481,77.33,217.265,0
2023-06-13 0630,4.636,75.228,154.707,0
2023-06-13 0700,4.948,75.396,180.723,0
2023-06-13 0730,4.938,74.881,182.947,0
2023-06-13 0800,5.05,74.998,149.861,0
2023-06-13 0830,5.307,75.982,141.599,0
2023-06-13 0900,5.51,74.389,195.975,0
2023-06-13 0930,6.169,72.412,400.212,0
2023-06-13 1000,6.28,73.161,238.634,0
2023-06-13 1030,5.594,80.144,170.515,0
2023-06-13 1100,5.27,85.134,182.272,0
2023-06-13 1130,5.008,89.392,179.531,0
2023-06-13 1200,4.964,92.654,145.214,0
2023-06-13 1230,4.825,93.788,135.284,0
2023-06-13 1300,4.708,95.44,172.223,0
2023-06-13 1330,4.63,91.759,163.326,0.1
2023-06-13 1400,4.495,98.797,181.08,0.1
2023-06-13 1430,4.579,97.73,84.682,0
2023-06-13 1500,4.633,98.55,127.539,0
2023-06-13 1530,4.868,98.419,141.441,0
2023-06-13 1600,4.882,97.595,138.223,0
2023-06-13 1630,4.844,98.446,82.259,0
2023-06-13 1700,4.922,100,98.305,0
2023-06-13 1730,4.708,100,83.45,0.1
2023-06-13 1800,4.593,100,57.951,0.1
2023-06-13 1830,4.563,100,48.299,0
2023-06-13 1900,4.736,100,28.28,0
2023-06-13 1930,4.169,100,19.661,0.1
2023-06-13 2000,4.131,100,12.949,0.1
2023-06-13 2030,4.006,100,11.677,0
2023-06-13 2100,3.875,100,4.329,0
2023-06-13 2130,3.735,100,1.708,0
2023-06-13 2200,3.252,100,0.953,0.1
2023-06-13 2230,3.077,100,0.477,0
2023-06-13 2300,2.839,100,0.079,0
2023-06-13 2330,2.555,100,0.04,0
2023-06-14 0000,2.227,100,0.159,0
2023-06-14 0030,1.851,100,0,0.1
2023-06-14 0100,1.472,100,0.238,0
2023-06-14 0130,1.126,100,0.199,0
2023-06-14 0200,1.203,100,0.477,0
2023-06-14 0230,1.308,100,0.953,0
2023-06-14 0300,1.548,100,2.661,0
2023-06-14 0330,1.707,100,7.308,0
2023-06-14 0400,1.924,100,11.479,0
2023-06-14 0430,2.44,100,23.077,0
2023-06-14 0500,2.517,100,22.084,0
2023-06-14 0530,2.48,100,48.1,0
2023-06-14 0600,2.426,100,40.633,0
2023-06-14 0630,2.364,100,92.943,0
2023-06-14 0700,2.644,100,78.168,0
2023-06-14 0730,2.684,100,94.294,0
2023-06-14 0800,2.761,100,95.684,0
2023-06-14 0830,2.859,100,90.759,0
2023-06-14 0900,3.036,100,244.751,0
2023-06-14 0930,3.429,100,184.298,0
2023-06-14 1000,3.854,100,168.331,0
2023-06-14 1030,4.68,100,163.763,0
2023-06-14 1100,5.724,95.33,568.185,0
2023-06-14 1130,6.376,89.921,533.629,0
2023-06-14 1200,6.728,84.46,296.505,0
2023-06-14 1230,6.707,85.778,249.398,0
2023-06-14 1300,7.583,82.588,630.783,0
2023-06-14 1330,8.064,76.238,1101.894,0
2023-06-14 1400,8.52,74.25,504.595,0
2023-06-14 1430,9.321,71.956,926.93,0
2023-06-14 1500,9.447,73.357,532.914,0
2023-06-14 1530,9.436,72.468,299.444,0
2023-06-14 1600,10.278,70.478,427.221,0
2023-06-14 1630,10.487,70.044,266.715,0
2023-06-14 1700,10.761,68.891,298.372,0
2023-06-14 1730,11.871,65.913,598.65,0
2023-06-14 1800,11.54,65.408,301.708,0
2023-06-14 1830,11.559,65.799,143.784,0
2023-06-14 1900,12.106,64.177,329.829,0
2023-06-14 1930,12.144,63.754,227.91,0
2023-06-14 2000,12.052,65.397,155.978,0
2023-06-14 2030,11.504,70.061,90.123,0
2023-06-14 2100,10.911,76.01,48.696,0
2023-06-14 2130,9.991,80.512,23.712,0
2023-06-14 2200,9.422,83.676,10.446,0
2023-06-14 2230,8.862,86.206,3.932,0
2023-06-14 2300,8.71,88.188,1.35,0
2023-06-14 2330,8.497,89.877,0.675,0
2023-06-15 0000,8.282,91.559,0.278,0
2023-06-15 0030,8.131,91.513,0.357,0
2023-06-15 0100,7.803,94.754,0.437,0
2023-06-15 0130,7.329,97.776,0.794,0
2023-06-15 0200,7.084,99.098,2.224,0
2023-06-15 0230,6.547,100,6.991,0
2023-06-15 0300,6.738,100,17.675,0
2023-06-15 0330,6.481,100,39.68,0
2023-06-15 0400,6.603,100,40.593,0
2023-06-15 0430,6.583,100,136.237,0
2023-06-15 0500,6.935,97.563,187.038,0
2023-06-15 0530,7.563,94.343,256.309,0
2023-06-15 0600,8.525,89.97,334.715,0
2023-06-15 0630,9.308,84.157,404.74,0
2023-06-15 0700,10.143,79.171,492.917,0
2023-06-15 0730,10.592,76.24,587.489,0
2023-06-15 0800,11.959,71.214,667.801,0
2023-06-15 0830,12.688,67.657,740.925,0
2023-06-15 0900,13.5,62.548,812.697,0
2023-06-15 0930,14.236,58.194,867.431,0
2023-06-15 1000,15.412,52.718,927.288,0
2023-06-15 1030,16.47,46.933,930.823,0
2023-06-15 1100,17.631,45.743,969.192,0
2023-06-15 1130,18.331,43.683,969.39,0
2023-06-15 1200,18.542,41.572,992.745,0
2023-06-15 1230,19.095,40.549,1009.03,0
2023-06-15 1300,19.684,37.334,1045.572,0
2023-06-15 1330,20.165,35.542,1024.64,0
2023-06-15 1400,19.833,35.835,990.005,0
2023-06-15 1430,20.303,36.741,926.573,0
2023-06-15 1500,20.787,36.131,885.344,0
2023-06-15 1530,21.427,35.225,837.443,0
2023-06-15 1600,20.967,35.228,724.719,0
2023-06-15 1630,21.103,35.892,662.399,0
2023-06-15 1700,21.049,34.58,629.353,0
2023-06-15 1730,20.772,34.481,520.165,0
2023-06-15 1800,20.333,37.041,473.216,0
2023-06-15 1830,20.41,34.902,391.712,0
2023-06-15 1900,20.321,35.469,192.639,0
2023-06-15 1930,19.718,35.776,205.389,0
2023-06-15 2000,19.298,38.993,153.992,0
2023-06-15 2030,18.389,44.82,70.383,0
2023-06-15 2100,17.795,49.601,50.642,0
2023-06-15 2130,16.856,54.112,22.441,0
2023-06-15 2200,16.34,56.508,9.056,0
2023-06-15 2230,15.653,58.524,3.297,0
2023-06-15 2300,14.887,61.322,1.152,0
2023-06-15 2330,14.44,63.54,0.437,0
2023-06-16 0000,14.217,65.719,0.437,0
2023-06-16 0030,13.811,67.849,0.278,0
2023-06-16 0100,13.52,69.391,0.278,0
2023-06-16 0130,12.926,72.728,0.596,0
2023-06-16 0200,12.103,77.028,1.907,0
2023-06-16 0230,12.149,77.842,4.25,0
2023-06-16 0300,12.135,78.032,10.128,0
2023-06-16 0330,11.727,79.961,22.283,0
2023-06-16 0400,11.363,81.587,68.595,0
2023-06-16 0430,11.635,82.236,176.433,0
2023-06-16 0500,11.946,80.753,171.627,0
2023-06-16 0530,11.955,81.134,198.517,0
2023-06-16 0600,12.495,80.035,416.576,0
2023-06-16 0630,12.666,79.21,253.529,0
2023-06-16 0700,12.919,76.927,316.96,0
2023-06-16 0730,12.941,74.635,418.205,0
2023-06-16 0800,13.196,79.973,271.323,0
2023-06-16 0830,12.45,81.923,313.505,0
2023-06-16 0900,11.493,84.66,202.569,0
2023-06-16 0930,10.482,85.141,147.915,0
2023-06-16 1000,9.923,87.922,223.421,0
2023-06-16 1030,10.365,81.929,226.48,0
2023-06-16 1100,10.078,76.175,352.946,0
2023-06-16 1130,10.555,73.444,239.031,0
2023-06-16 1200,11.444,68.068,431.432,0
2023-06-16 1230,11.793,63.616,409.189,0
2023-06-16 1300,11.512,63.658,223.461,0
2023-06-16 1330,12.017,60.371,535.178,0
2023-06-16 1400,12.41,60.342,638.806,0
2023-06-16 1430,13.276,58.336,1057.011,0
2023-06-16 1500,13.156,57.492,337.614,0
2023-06-16 1530,13.361,57.403,324.865,0
2023-06-16 1600,13.837,54.73,418.046,0
2023-06-16 1630,14.665,50.707,271.68,0
2023-06-16 1700,15.268,49.151,287.33,0
2023-06-16 1730,15.408,45.981,240.62,0
2023-06-16 1800,15.503,41.498,211.545,0
2023-06-16 1830,15.573,43.44,175.44,0
2023-06-16 1900,15.624,43.818,191.646,0
2023-06-16 1930,15.643,44.955,167.298,0
2023-06-16 2000,16.405,43.694,177.148,0
2023-06-16 2030,16.366,43.472,97.471,0
2023-06-16 2100,15.969,44.051,62.002,0
2023-06-16 2130,15.313,47.682,28.955,0
2023-06-16 2200,14.733,50.202,9.652,0
2023-06-16 2230,13.469,58.608,3.495,0
2023-06-16 2300,13.523,59.113,1.072,0
2023-06-16 2330,13.6,55.059,0.397,0
2023-06-17 0000,13.023,52.737,0.159,0
2023-06-17 0030,12.193,55.127,0.199,0
2023-06-17 0100,12.212,53.384,0.318,0
2023-06-17 0130,11.557,55.799,0.715,0
2023-06-17 0200,11.239,56.018,1.907,0
2023-06-17 0230,11.04,55.348,6.236,0
2023-06-17 0300,10.915,53.817,15.133,0
2023-06-17 0330,10.65,53.427,27.764,0
2023-06-17 0400,10.003,55.61,39.997,0
2023-06-17 0430,9.458,59.204,62.24,0
2023-06-17 0500,9.772,60.427,193.195,0
2023-06-17 0530,10.113,62.314,252.933,0
2023-06-17 0600,11.055,60.688,327.804,0
2023-06-17 0630,12.495,56.397,408.275,0
2023-06-17 0700,14.17,53.579,495.618,0
2023-06-17 0730,15.439,51.252,580.141,0
2023-06-17 0800,15.763,51.209,661.645,0
2023-06-17 0830,16.668,46.18,738.303,0
2023-06-17 0900,17.28,42.074,805.151,0
2023-06-17 0930,17.48,43.314,881.333,0
2023-06-17 1000,17.388,42.051,989.687,0
2023-06-17 1030,18.306,42.133,551.861,0
2023-06-17 1100,18.393,41.253,307.984,0
2023-06-17 1130,17.732,42.406,247.531,0
2023-06-17 1200,18.478,42.219,771.429,0
2023-06-17 1230,19.449,39.32,885.384,0
2023-06-17 1300,19.955,38.005,428.532,0
2023-06-17 1330,19.915,36.67,1036.754,0
2023-06-17 1400,20.804,36.746,1052.126,0
2023-06-17 1430,21.022,37.036,1073.971,0
2023-06-17 1500,20.574,38.394,650.841,0
2023-06-17 1530,21.255,37.735,921.648,0
2023-06-17 1600,20.783,38.822,234.622,0
2023-06-17 1630,21.191,38.514,745.81,0
2023-06-17 1700,21.131,37.941,198.875,0
2023-06-17 1730,21.965,35.631,540.66,0
2023-06-17 1800,22.199,35.051,475.679,0
2023-06-17 1830,21.823,35.864,175.361,0
2023-06-17 1900,22.396,35.901,290.309,0
2023-06-17 1930,22.027,35.839,205.349,0
2023-06-17 2000,21.838,37.003,139.097,0
2023-06-17 2030,20.97,39.688,66.014,0
2023-06-17 2100,18.568,51.23,32.649,0
2023-06-17 2130,18.119,53.435,12.432,0
2023-06-17 2200,17.755,56.615,8.977,0
2023-06-17 2230,16.986,61.719,1.271,0
2023-06-17 2300,17.333,59.022,1.311,0
2023-06-17 2330,16.188,63.687,0.516,0
2023-06-18 0000,16.214,63.787,0.159,0
2023-06-18 0030,15.767,65.164,0.238,0
2023-06-18 0100,16.087,63.131,0.357,0
2023-06-18 0130,15.605,63.82,0.953,0
2023-06-18 0200,14.71,66.904,2.224,0
2023-06-18 0230,16.326,61.037,6.474,0
2023-06-18 0300,15.8,61.487,16.007,0
2023-06-18 0330,15.123,64.278,34.437,0
2023-06-18 0400,15.258,63.616,68.278,0
2023-06-18 0430,14.655,65.895,94.969,0
2023-06-18 0500,14.825,65.755,190.494,0
2023-06-18 0530,15.231,64.173,250.351,0
2023-06-18 0600,15.584,65.913,173.375,0
2023-06-18 0630,16.427,65.715,201.02,0
2023-06-18 0700,16.376,62.304,73.322,0
2023-06-18 0730,15.923,65.077,240.064,0
2023-06-18 0800,16.441,66.102,282.802,0
2023-06-18 0830,17.533,59.296,420.469,0
2023-06-18 0900,18.67,56.68,740.488,0
2023-06-18 0930,19.256,54.308,945.956,0
2023-06-18 1000,20.75,47.795,932.769,0
2023-06-18 1030,22.311,41.045,1138.515,0
2023-06-18 1100,22.444,41.618,969.39,0
2023-06-18 1130,22.93,37.884,1031.472,0
2023-06-18 1200,23.4,36.257,1045.016,0
2023-06-18 1230,23.688,34.943,1038.661,0
2023-06-18 1300,23.495,37.803,1161.116,0
2023-06-18 1330,23.737,40.053,1122.628,0
2023-06-18 1400,24.293,36.856,1023.687,0
2023-06-18 1430,23.623,37.231,846.34,0
2023-06-18 1500,24.423,36.382,904.807,0
2023-06-18 1530,24.489,35.406,824.772,0
2023-06-18 1600,24.706,34.564,852.735,0
2023-06-18 1630,23.629,42.658,765.431,0
2023-06-18 1700,23.557,42.451,592.374,0
2023-06-18 1730,23.509,41.063,536.171,0
2023-06-18 1800,23.505,40.353,443.586,0
2023-06-18 1830,23.751,41.119,357.951,0
2023-06-18 1900,23.514,40.538,281.531,0
2023-06-18 1930,23.575,40.279,210.989,0
2023-06-18 2000,23.188,41.924,149.504,0
2023-06-18 2030,22.313,42.395,95.843,0
2023-06-18 2100,22.484,41.646,52.628,0
2023-06-18 2130,21.713,43.813,26.89,0
2023-06-18 2200,21.253,43.589,12.035,0
2023-06-18 2230,20.708,43.795,4.687,0
2023-06-18 2300,20.242,45.66,1.43,0
2023-06-18 2330,19.479,48.322,0.755,0
2023-06-19 0000,18.716,50.425,0.318,0
2023-06-19 0030,18.446,51.774,0.477,0
2023-06-19 0100,18.187,52.556,0.477,0
2023-06-19 0130,17.71,54.43,1.033,0
2023-06-19 0200,17.895,54.207,2.78,0
2023-06-19 0230,17.74,54.524,7.666,0
2023-06-19 0300,17.558,54.287,18.867,0
2023-06-19 0330,17.339,55.535,41.189,0
2023-06-19 0400,16.829,57.604,77.691,0
2023-06-19 0430,16.33,60.207,124.878,0
2023-06-19 0500,16.213,61.834,187.197,0
2023-06-19 0530,15.884,63.549,262.227,0
2023-06-19 0600,16.515,62.692,366.57,0
2023-06-19 0630,17.461,59.628,423.09,0
2023-06-19 0700,17.567,60.947,509.162,0
2023-06-19 0730,17.708,59.558,467.536,0
2023-06-19 0800,18.677,57.115,595.155,0
2023-06-19 0830,20.028,53.366,651.596,0
2023-06-19 0900,20.937,50.78,710.698,0
2023-06-19 0930,21.872,44.439,718.602,0
2023-06-19 1000,22.944,42.531,787.635,0
2023-06-19 1030,24.067,42.448,814.127,0
2023-06-19 1100,25.034,39.338,708.077,0
2023-06-19 1130,25.809,32.87,829.26,0
2023-06-19 1200,26.267,29.278,791.607,0
2023-06-19 1230,26.703,29.416,741.997,0
2023-06-19 1300,26.764,27.333,710.539,0
2023-06-19 1330,26.813,26.684,636.463,0
2023-06-19 1400,26.807,28.342,467.497,0
2023-06-19 1430,26.518,28.286,388.733,0
2023-06-19 1500,26.236,29.5,342.262,0
2023-06-19 1530,26.251,30.203,305.918,0
2023-06-19 1600,26.34,30.51,319.78,0
2023-06-19 1630,26.284,27.892,335.628,0
2023-06-19 1700,26.318,28.929,244.989,0
2023-06-19 1730,25.968,29.911,209.639,0
2023-06-19 1800,25.338,31.11,127.777,0
2023-06-19 1830,25.255,31.875,106.924,0
2023-06-19 1900,24.021,34.186,69.985,0
2023-06-19 1930,22.946,37.255,48.06,0
2023-06-19 2000,22.593,38.259,28.082,0
2023-06-19 2030,22.377,38.655,22.719,0
2023-06-19 2100,21.935,40.666,11.598,0
2023-06-19 2130,20.611,45.446,8.103,0
2023-06-19 2200,20.64,45.229,3.813,0
2023-06-19 2230,20.241,47.426,1.43,0
2023-06-19 2300,19.895,47.806,0.437,0
2023-06-19 2330,19.003,49.964,0.238,0
2023-06-20 0000,18.69,50.918,0.238,0
2023-06-20 0030,18.313,52.763,0.119,0
2023-06-20 0100,18.204,52.661,0.119,0
2023-06-20 0130,17.35,57.558,0.357,0
2023-06-20 0200,16.72,61.558,0.914,0
2023-06-20 0230,16.713,61.652,3.138,0
2023-06-20 0300,16.429,62.159,5.839,0
2023-06-20 0330,16.386,63.625,9.731,0
2023-06-20 0400,15.854,66.061,10.486,0
2023-06-20 0430,16.153,66.114,36.145,0
2023-06-20 0500,16.136,66.728,68.595,0
2023-06-20 0530,16.124,68.566,99.418,0
2023-06-20 0600,16.541,68.643,187.475,0
2023-06-20 0630,16.955,67.411,269.456,0
2023-06-20 0700,16.687,69.29,247.61,0
2023-06-20 0730,16.806,69.269,362.002,0
2023-06-20 0800,16.854,69.786,343.374,0
2023-06-20 0830,17.053,70.382,439.773,0
2023-06-20 0900,17.529,69.686,384.92,0
2023-06-20 0930,17.163,71.521,186.443,0
2023-06-20 1000,17.232,74.567,313.227,0
2023-06-20 1030,17.248,76.777,447.041,0
2023-06-20 1100,17.178,76.073,359.142,0
2023-06-20 1130,17.269,77.626,353.939,0
2023-06-20 1200,16.866,83.117,379.28,0
2023-06-20 1230,16.395,85.239,414.789,0
2023-06-20 1300,16.502,86.222,396.359,0
2023-06-20 1330,17.165,83.097,570.608,0
2023-06-20 1400,16.964,86.762,282.603,0
2023-06-20 1430,16.581,90.604,250.43,0
2023-06-20 1500,16.281,91.971,166.583,0
2023-06-20 1530,16.554,90.326,240.62,0
2023-06-20 1600,16.519,87.832,335.589,0
2023-06-20 1630,16.755,86.762,260.321,0
2023-06-20 1700,16.813,88.355,195.3,0
2023-06-20 1730,16.676,87.926,223.421,0
2023-06-20 1800,16.594,88.228,141.083,0
2023-06-20 1830,16.731,91.015,171.826,0
2023-06-20 1900,16.63,91.324,82.735,0
2023-06-20 1930,16.563,92.565,41.308,0
2023-06-20 2000,16.185,95.923,38.409,0
2023-06-20 2030,15.926,99.4,29.075,0
2023-06-20 2100,15.505,100,21.329,0
2023-06-20 2130,15.603,100,8.5,0
2023-06-20 2200,15.195,100,3.257,0
2023-06-20 2230,15.167,100,1.509,0
2023-06-20 2300,15.161,100,0.596,0
2023-06-20 2330,15.252,100,0.159,0
2023-06-21 0000,15.228,100,0.119,0
2023-06-21 0030,15.116,100,0.079,0
2023-06-21 0100,15.231,100,0.199,0
2023-06-21 0130,14.955,100,0.238,0
2023-06-21 0200,14.928,100,0.953,0
2023-06-21 0230,14.939,100,2.026,0
2023-06-21 0300,14.622,100,5.044,0
2023-06-21 0330,14.574,100,7.07,0
2023-06-21 0400,14.589,100,19.184,0
2023-06-21 0430,14.502,100,41.308,0
2023-06-21 0500,14.554,100,51.834,0
2023-06-21 0530,14.414,100,55.567,0
2023-06-21 0600,14.604,100,48.14,0
2023-06-21 0630,14.643,100,32.53,0
2023-06-21 0700,14.449,100,44.843,0
2023-06-21 0730,14.545,100,49.173,0
2023-06-21 0800,14.515,100,54.972,0
2023-06-21 0830,14.703,100,119.833,0.1
2023-06-21 0900,14.696,100,75.228,0.1
2023-06-21 0930,14.832,100,81.425,0.2
2023-06-21 1000,14.746,100,60.969,0.1
2023-06-21 1030,14.865,100,69.231,0
2023-06-21 1100,14.95,100,84.761,0
2023-06-21 1130,14.863,100,98.146,0
2023-06-21 1200,15.045,100,96.041,0.1
2023-06-21 1230,14.869,100,62.955,0
2023-06-21 1300,14.693,100,81.027,0.1
2023-06-21 1330,14.46,100,88.495,0
2023-06-21 1400,14,100,157.447,0
2023-06-21 1430,13.614,100,142.116,0
2023-06-21 1500,13.024,100,141.282,0
2023-06-21 1530,12.669,100,86.151,0
2023-06-21 1600,12.383,99.27,59.341,0
2023-06-21 1630,11.894,100,72.21,0
2023-06-21 1700,11.767,100,108.076,0
2023-06-21 1730,11.577,100,87.144,0
2023-06-21 1800,11.384,98.917,116.497,0
2023-06-21 1830,11.507,98.642,70.859,0
2023-06-21 1900,11.469,97.068,76.738,0
2023-06-21 1930,11.312,94.836,24.547,0
2023-06-21 2000,11.184,92.987,64.464,0
2023-06-21 2030,10.911,90.288,58.626,0
2023-06-21 2100,10.995,89.868,50.92,0
2023-06-21 2130,11.203,86.267,21.329,0
2023-06-21 2200,11.232,80.671,11.836,0
2023-06-21 2230,10.721,78.799,4.687,0
2023-06-21 2300,10.148,77.988,1.668,0
2023-06-21 2330,10.157,75.985,0.794,0
2023-06-22 0000,10.388,73.006,0.357,0
2023-06-22 0030,10.174,72.241,0.477,0
2023-06-22 0100,9.759,72.972,0.556,0
2023-06-22 0130,9.795,75.14,1.033,0
2023-06-22 0200,10.002,73.732,2.701,0
2023-06-22 0230,9.648,76.885,7.388,0
2023-06-22 0300,10.304,71.704,16.523,0
2023-06-22 0330,10.503,71.012,40.792,0
2023-06-22 0400,10.371,72.902,80.352,0
2023-06-22 0430,10.778,70.123,118.364,0
2023-06-22 0500,11.092,69.738,149.861,0
2023-06-22 0530,11.629,67.029,189.144,0
2023-06-22 0600,12.507,65.314,341.825,0
2023-06-22 0630,13.712,59.627,429.724,0
2023-06-22 0700,15.005,55.46,511.426,0
2023-06-22 0730,15.726,53.583,594.162,0
2023-06-22 0800,16.428,51.471,672.448,0
2023-06-22 0830,17.367,48.518,745.691,0
2023-06-22 0900,17.909,45.034,819.211,0
2023-06-22 0930,18.241,41.65,880.657,0
2023-06-22 1000,18.768,39.153,938.131,0
2023-06-22 1030,19.574,36.31,984.96,0
2023-06-22 1100,19.802,36.119,993.54,0
2023-06-22 1130,19.868,34.977,1022.972,0
2023-06-22 1200,20.19,34.104,1052.245,0
2023-06-22 1230,20.825,32.179,1068.133,0
2023-06-22 1300,21.223,30.534,1042.236,0
2023-06-22 1330,21.197,29.791,1027.5,0
2023-06-22 1400,21.623,31.094,996.677,0
2023-06-22 1430,21.555,29.329,960.096,0
2023-06-22 1500,22.066,27.279,885.98,0
2023-06-22 1530,22.433,25.423,794.149,0
2023-06-22 1600,22.668,24.712,784.378,0
2023-06-22 1630,22.604,24.574,651.596,0
2023-06-22 1700,22.796,23.361,475.639,0
2023-06-22 1730,22.437,30.716,302.979,0
2023-06-22 1800,20.798,35.955,223.779,0
2023-06-22 1830,20.732,36.589,171.985,0
2023-06-22 1900,20.676,37.41,233.391,0
2023-06-22 1930,20.7,35.621,192.48,0
2023-06-22 2000,20.303,36.264,103.985,0
2023-06-22 2030,20.525,31.356,81.742,0
2023-06-22 2100,20.621,30.662,73.918,0
2023-06-22 2130,20.796,29.777,39.084,0
2023-06-22 2200,20.505,28.848,17.715,0
2023-06-22 2230,20.271,28.131,5.839,0
2023-06-22 2300,20.378,27.688,1.946,0
2023-06-22 2330,20.396,27.894,0.755,0
2023-06-23 0000,20.348,28.248,0.477,0
2023-06-23 0030,20.372,28.816,0.437,0
2023-06-23 0100,20.181,29.522,0.516,0
2023-06-23 0130,20.066,29.374,0.874,0
2023-06-23 0200,19.746,29.725,2.82,0
2023-06-23 0230,17.283,35.061,7.745,0
2023-06-23 0300,17.192,34.685,18.787,0
2023-06-23 0330,17.893,33.39,34.993,0
2023-06-23 0400,17.773,32.468,80.869,0
2023-06-23 0430,17.522,35.635,140.964,0
2023-06-23 0500,17.159,38.774,204.157,0
2023-06-23 0530,16.366,42.909,267.669,0
2023-06-23 0600,16.889,42.376,351.834,0
2023-06-23 0630,18.226,41.086,432.146,0
2023-06-23 0700,19.561,36.692,512.26,0
2023-06-23 0730,19.864,36.325,262.148,0
2023-06-23 0800,19.726,42.359,681.306,0
2023-06-23 0830,20.249,39.295,751.609,0
2023-06-23 0900,21.33,39.154,822.786,0
2023-06-23 0930,21.691,35.91,874.739,0
2023-06-23 1000,22.103,38.059,944.407,0
2023-06-23 1030,21.576,44.135,531.723,0
2023-06-23 1100,21.893,42.952,721.383,0
2023-06-23 1130,22.036,44.014,611.281,0
2023-06-23 1200,21.938,45.107,359.976,0
2023-06-23 1230,21.929,44.062,436.555,0
2023-06-23 1300,22.17,43.856,553.211,0
2023-06-23 1330,22.275,42.814,547.452,0
2023-06-23 1400,22.696,43.713,645.519,0
2023-06-23 1430,23.219,44.936,643.652,0
2023-06-23 1500,23.432,44.483,617.676,0
2023-06-23 1530,23.614,44.797,444.777,0
2023-06-23 1600,23.743,44.811,664.942,0
2023-06-23 1630,24.5,43.865,724.521,0
2023-06-23 1700,24.79,43.327,627.208,0
2023-06-23 1730,24.873,43.863,624.746,0
2023-06-23 1800,24.565,46.099,265.047,0
2023-06-23 1830,24.519,45.767,164.994,0
2023-06-23 1900,24.368,47.096,162.214,0
2023-06-23 1930,24.755,47.331,136.237,0
2023-06-23 2000,24.247,47.871,95.048,0
2023-06-23 2030,23.958,48.48,60.135,0
2023-06-23 2100,23.911,47.732,55.567,0
2023-06-23 2130,23.791,47.534,27.287,0
2023-06-23 2200,23.61,48.767,12.273,0
2023-06-23 2230,22.879,57.406,4.607,0
2023-06-23 2300,23.035,54.503,1.509,0
2023-06-23 2330,23.259,48.517,0.636,0
2023-06-24 0000,23.425,48.067,0.357,0
2023-06-24 0030,23.259,48.438,0.357,0
2023-06-24 0100,22.681,50.361,0.357,0
2023-06-24 0130,22.081,49.825,0.834,0
2023-06-24 0200,21.461,52.495,2.383,0
2023-06-24 0230,20.793,56.441,5.799,0
2023-06-24 0300,20.765,56.401,12.949,0
2023-06-24 0330,19.854,63.539,28.558,0
2023-06-24 0400,19.887,66.179,51.079,0
2023-06-24 0430,19.815,66.973,72.964,0
2023-06-24 0500,19.667,68.811,171.429,0
2023-06-24 0530,19.788,70.679,262.068,0
2023-06-24 0600,20.288,70.074,338.925,0
2023-06-24 0630,20.472,70.289,421.343,0
2023-06-24 0700,20.922,69.635,504.714,0
2023-06-24 0730,22.311,66.304,589.832,0
2023-06-24 0800,21.471,69.097,666.173,0
2023-06-24 0830,22.076,66.464,742.474,0
2023-06-24 0900,22.574,65.208,811.069,0
2023-06-24 0930,22.876,62.541,868.662,0
2023-06-24 1000,24.024,59.266,924.309,0
2023-06-24 1030,24.299,55.061,968.755,0
2023-06-24 1100,25.103,50.782,1000.769,0
2023-06-24 1130,25.638,46.012,1083.941,0
2023-06-24 1200,26.025,43.595,1073.097,0
2023-06-24 1230,26.597,42.067,1125.408,0
2023-06-24 1300,27.43,39.658,1079.81,0
2023-06-24 1330,27.008,41.069,290.309,0
2023-06-24 1400,27.808,37.674,542.05,0
2023-06-24 1430,28.098,36.365,1066.464,0
2023-06-24 1500,27.055,37.853,291.619,0
2023-06-24 1530,27.838,35.348,953.542,0
2023-06-24 1600,27.813,35.41,267.867,0
2023-06-24 1630,28.361,33.596,753.118,0
2023-06-24 1700,28.67,33.361,623.633,0
2023-06-24 1730,27.935,35.809,186.681,0
2023-06-24 1800,28.318,36.535,460.069,0
2023-06-24 1830,27.759,38.84,153.237,0
2023-06-24 1900,27.642,38.759,298.491,0
2023-06-24 1930,27.652,39.782,215.517,0
2023-06-24 2000,27.365,40.79,149.345,0
2023-06-24 2030,26.743,43.66,95.009,0
2023-06-24 2100,26.361,40.715,54.416,0
2023-06-24 2130,26.645,39.985,28.121,0
2023-06-24 2200,26.311,41.1,12.829,0
2023-06-24 2230,26.156,42.313,4.846,0
2023-06-24 2300,26.112,40.997,1.589,0
2023-06-24 2330,26.297,37.553,0.715,0
2023-06-25 0000,25.939,37.292,0.357,0
2023-06-25 0030,26.004,38.024,0.318,0
2023-06-25 0100,26.073,36.858,0.636,0
2023-06-25 0130,25.418,38.51,1.112,0
2023-06-25 0200,24.303,44.52,2.78,0
2023-06-25 0230,23.753,47.554,7.785,0
2023-06-25 0300,23.732,47.984,18.827,0
2023-06-25 0330,23.78,49.226,38.766,0
2023-06-25 0400,23.773,49.712,74.434,0
2023-06-25 0430,23.623,49.193,126.705,0
2023-06-25 0500,23.991,50.598,187.475,0
2023-06-25 0530,23.224,55.242,257.501,0
2023-06-25 0600,23.331,55.215,333.801,0
2023-06-25 0630,25.306,52.409,415.464,0
2023-06-25 0700,26.327,48.671,493.87,0
2023-06-25 0730,27.133,48.046,583.12,0
2023-06-25 0800,27.149,45.732,669.668,0
