TIMESTAMP_1,Ta_1_1_1,RH_1_1_1,PPFD_1_1_1,P_1_1_1
yyyy-mm-dd HHMM,C,%,umol+1m-2s-1,mm
2023-08-13 0700,18.605,52.453,117.53,0
2023-08-13 0730,18.944,52.706,218.496,0
2023-08-13 0800,19.022,53.24,241.374,0
2023-08-13 0830,19.29,52.797,271.998,0
2023-08-13 0900,19.556,51.88,330.703,0
2023-08-13 0930,19.732,52.614,267.311,0
2023-08-13 1000,20.438,49.31,377.81,0
2023-08-13 1030,21.349,44.412,447.438,0
2023-08-13 1100,22.578,43.326,596.227,0
2023-08-13 1130,23.955,40.647,814.366,0
2023-08-13 1200,25.368,35.653,817.742,0
2023-08-13 1230,25.68,34.385,595.75,0
2023-08-13 1300,26.547,28.702,916.564,0
2023-08-13 1330,26.632,25.603,494.625,0
2023-08-13 1400,26.355,23.119,382.06,0
2023-08-13 1430,26.687,23.527,387.82,0
2023-08-13 1500,27.008,22.3,488.707,0
2023-08-13 1530,28.061,20.755,747.836,0
2023-08-13 1600,28.04,20.346,609.771,0
2023-08-13 1630,27.931,20.882,452.125,0
2023-08-13 1700,27.502,21.503,208.963,0
2023-08-13 1730,27.047,22.225,170.356,0
2023-08-13 1800,26.626,23.035,113.796,0
2023-08-13 1830,26.302,24.507,71.495,0
2023-08-13 1900,25.603,26.311,42.659,0
2023-08-13 1930,25.462,25.637,32.054,0
2023-08-13 2000,25.12,25.632,25.182,0
2023-08-13 2030,24.29,26.655,7.07,0
2023-08-13 2100,23.557,30.017,0.675,0
2023-08-13 2130,22.71,34.531,0.199,0
2023-08-13 2200,22.062,37.358,0.04,0
2023-08-13 2230,22.171,38.817,0,0
2023-08-13 2300,21.754,39.382,0,0
2023-08-13 2330,21.36,40.307,0.04,0
2023-08-14 0000,20.904,41.268,0,0
2023-08-14 0030,20.738,41.773,0.079,0
2023-08-14 0100,20.483,42.515,0,0
2023-08-14 0130,20.253,42.703,0.079,0
2023-08-14 0200,20.157,42.446,0.079,0
2023-08-14 0230,20.077,42.504,0.04,0
2023-08-14 0300,19.892,42.191,0,0
2023-08-14 0330,19.899,41.958,0.159,0
2023-08-14 0400,19.739,40.864,0.357,0
2023-08-14 0430,19.625,40.179,0.794,0
2023-08-14 0500,19.341,40.56,5.561,0
2023-08-14 0530,18.989,42.068,19.184,0
2023-08-14 0600,18.979,42.095,37.058,0
2023-08-14 0630,18.775,43.072,37.654,0
2023-08-14 0700,18.233,46.189,70.502,0
2023-08-14 0730,18.125,47.526,83.53,0
2023-08-14 0800,18.369,47.882,69.072,0
2023-08-14 0830,18.743,46.233,59.023,0
2023-08-14 0900,18.561,46.4,69.429,0
2023-08-14 0930,18.761,46.909,163.286,0
2023-08-14 1000,19.017,46.419,171.826,0
2023-08-14 1030,19.095,46.211,154.071,0
2023-08-14 1100,17.903,62.018,208.169,0
2023-08-14 1130,15.361,85.671,203.959,0
2023-08-14 1200,13.904,99.499,97.312,0
2023-08-14 1230,13.801,100,49.689,0
2023-08-14 1300,13.774,100,49.093,0
2023-08-14 1330,13.675,100,29.114,0
2023-08-14 1400,13.811,100,36.86,0
2023-08-14 1430,13.804,100,35.35,0
2023-08-14 1500,13.971,100,28.757,0
2023-08-14 1530,14.013,100,48.775,0
2023-08-14 1600,14.255,100,54.455,0
2023-08-14 1630,14.52,100,51.715,0
2023-08-14 1700,14.533,100,36.105,0
2023-08-14 1730,15.004,100,30.743,0
2023-08-14 1800,14.751,100,21.17,0
2023-08-14 1830,14.834,100,16.801,0
2023-08-14 1900,14.794,100,10.685,0
2023-08-14 1930,14.712,100,5.283,0
2023-08-14 2000,14.665,100,2.701,0
2023-08-14 2030,14.756,100,1.072,0
2023-08-14 2100,14.78,100,0.199,0
2023-08-14 2130,14.876,100,0,0
2023-08-14 2200,14.759,100,0.04,0
2023-08-14 2230,14.864,100,0,0
2023-08-14 2300,14.889,100,0,0
2023-08-14 2330,15.022,100,0,0
2023-08-15 0000,15.002,100,0,0
2023-08-15 0030,14.992,100,0.04,0
2023-08-15 0100,15.065,100,0,0
2023-08-15 0130,15.074,100,0.04,0
2023-08-15 0200,14.859,100,0,0
2023-08-15 0230,14.773,100,0.119,0
2023-08-15 0300,14.772,100,0.079,0
2023-08-15 0330,14.769,100,0,0
2023-08-15 0400,14.692,100,0,0
2023-08-15 0430,14.517,100,0.755,0
2023-08-15 0500,14.678,100,4.528,0
2023-08-15 0530,14.486,100,8.54,0
2023-08-15 0600,14.549,100,9.811,0
2023-08-15 0630,14.435,100,15.808,0
2023-08-15 0700,14.442,100,26.93,0
2023-08-15 0730,14.447,100,40.951,0
2023-08-15 0800,14.782,100,49.808,0
2023-08-15 0830,14.597,100,56.838,0
2023-08-15 0900,14.507,100,58.427,0
2023-08-15 0930,14.686,99.62,59.817,0
2023-08-15 1000,14.62,98.25,58.904,0
2023-08-15 1030,14.569,97.629,80.869,0
2023-08-15 1100,14.73,96.644,96.24,0
2023-08-15 1130,14.808,95.361,116.338,0
2023-08-15 1200,15.148,93.615,154.786,0
2023-08-15 1230,15.085,92.372,111.731,0
2023-08-15 1300,15.224,91.322,86.112,0
2023-08-15 1330,15.28,92.546,117.688,0
2023-08-15 1400,15.692,89.567,200.066,0
2023-08-15 1430,15.533,90.5,243.758,0
2023-08-15 1500,15.899,88.502,159.711,0
2023-08-15 1530,15.771,89.355,422.495,0
2023-08-15 1600,16.638,86.919,408.037,0
2023-08-15 1630,16.614,85.737,309.136,0
2023-08-15 1700,16.03,87.972,223.064,0
2023-08-15 1730,15.875,89.065,162.452,0
2023-08-15 1800,15.736,89.943,76.38,0
2023-08-15 1830,15.733,92.28,29.472,0
2023-08-15 1900,15.555,93.378,18.35,0
2023-08-15 1930,15.401,94.532,19.86,0
2023-08-15 2000,15.48,94.853,10.645,0
2023-08-15 2030,15.299,95.864,2.621,0
2023-08-15 2100,15.059,98.006,0.159,0
2023-08-15 2130,15.045,98.555,0,0
2023-08-15 2200,14.738,99.173,0,0
2023-08-15 2230,14.721,99.661,0.079,0
2023-08-15 2300,14.445,100,0.04,0
2023-08-15 2330,14.465,100,0.159,0
2023-08-16 0000,14.331,100,0.079,0
2023-08-16 0030,14.313,100,0,0
2023-08-16 0100,14.248,100,0.119,0
2023-08-16 0130,14.254,100,0.119,0
2023-08-16 0200,14.285,100,0.079,0
2023-08-16 0230,14.129,100,0,0
2023-08-16 0300,14.123,100,0,0
2023-08-16 0330,14.184,100,0.079,0
2023-08-16 0400,13.902,100,0,0
2023-08-16 0430,13.827,100,0.755,0
2023-08-16 0500,13.707,100,3.654,0
2023-08-16 0530,13.907,100,10.406,0
2023-08-16 0600,13.907,97.441,16.603,0
2023-08-16 0630,14.254,96.257,46.432,0
2023-08-16 0700,14.244,96.277,75.745,0
2023-08-16 0730,14.305,95.2,71.654,0
2023-08-16 0800,14.337,96.017,77.572,0
2023-08-16 0830,14.483,96.465,67.126,0
2023-08-16 0900,14.184,98.777,107.917,0
2023-08-16 0930,14.317,97.755,89.289,0
2023-08-16 1000,14.284,97.026,117.49,0
2023-08-16 1030,14.499,95.755,110.38,0
2023-08-16 1100,14.582,95.604,161.261,0
2023-08-16 1130,14.88,94.961,128.095,0
2023-08-16 1200,14.829,94.717,90.123,0
2023-08-16 1230,14.936,93.549,99.854,0
2023-08-16 1300,15.301,91.614,170.833,0
2023-08-16 1330,15.314,92.479,160.704,0
2023-08-16 1400,15.972,87.072,278.313,0
2023-08-16 1430,16.974,82.124,168.41,0
2023-08-16 1500,17.075,80.88,193.83,0
2023-08-16 1530,16.692,81.187,116.139,0
2023-08-16 1600,16.689,82.761,132.464,0
2023-08-16 1630,16.862,81.309,196.134,0
2023-08-16 1700,17.089,80.688,154.866,0
2023-08-16 1730,17.163,79.824,82.974,0
2023-08-16 1800,16.971,80.092,57.196,0
2023-08-16 1830,16.797,80.559,48.934,0
2023-08-16 1900,16.554,82.274,33.761,0
2023-08-16 1930,16.506,83.547,16.047,0
2023-08-16 2000,16.2,84.516,7.507,0
2023-08-16 2030,16.099,86.398,2.264,0
2023-08-16 2100,15.634,90.264,0.238,0
2023-08-16 2130,15.261,92.732,0,0
2023-08-16 2200,14.831,96.134,0.04,0
2023-08-16 2230,14.74,98.869,0,0
2023-08-16 2300,14.757,99.011,0,0
2023-08-16 2330,14.62,99.651,0,0
2023-08-17 0000,14.351,100,0,0
2023-08-17 0030,14.315,100,0.04,0
2023-08-17 0100,14.145,99.644,0,0
2023-08-17 0130,14.29,99.551,0.04,0
2023-08-17 0200,14.102,99.226,0.04,0
2023-08-17 0230,14.154,98.02,0,0
2023-08-17 0300,14.032,98.835,0.119,0
2023-08-17 0330,13.878,100,0.079,0
2023-08-17 0400,13.813,100,0.516,0
2023-08-17 0430,13.66,100,5.084,0
2023-08-17 0500,13.765,100,21.369,0
2023-08-17 0530,13.652,100,52.787,0
2023-08-17 0600,13.864,100,150.099,0
2023-08-17 0630,14.572,97.343,193.076,0
2023-08-17 0700,14.786,96.161,266.239,0
2023-08-17 0730,15.634,93.17,311.32,0
2023-08-17 0800,16.543,88.558,335.192,0
2023-08-17 0830,16.401,89.692,331.537,0
2023-08-17 0900,17.353,83.733,292.175,0
2023-08-17 0930,17.428,82.03,309.612,0
2023-08-17 1000,18.755,77.16,869.417,0
2023-08-17 1030,18.874,76.502,874.302,0
2023-08-17 1100,18.952,75.031,441.798,0
2023-08-17 1130,19.223,71.329,860.718,0
2023-08-17 1200,19.72,68.966,954.932,0
2023-08-17 1230,20.772,63.831,919.781,0
2023-08-17 1300,20.342,62.17,924.428,0
2023-08-17 1330,19.774,67.576,350.881,0
2023-08-17 1400,20.504,61.027,773.892,0
2023-08-17 1430,20.841,60.251,720.628,0
2023-08-17 1500,20.61,62.036,682.497,0
2023-08-17 1530,20.833,63.632,436.595,0
2023-08-17 1600,20.801,62.675,560.48,0
2023-08-17 1630,20.566,64.078,197.882,0
2023-08-17 1700,20.887,61.516,425.474,0
2023-08-17 1730,20.985,60.743,322.521,0
2023-08-17 1800,20.837,60.784,233.709,0
2023-08-17 1830,20.634,61.91,178.221,0
2023-08-17 1900,20.586,61.3,113.875,0
2023-08-17 1930,20.2,62.295,54.098,0
2023-08-17 2000,19.303,66.943,19.939,0
2023-08-17 2030,18.266,76.059,3.853,0
2023-08-17 2100,17.785,78.797,0.159,0
2023-08-17 2130,17.229,82.776,0.119,0
2023-08-17 2200,16.91,84.896,0.04,0
2023-08-17 2230,16.708,87.797,0.04,0
2023-08-17 2300,16.106,90.866,0.119,0
2023-08-17 2330,15.962,91.783,0.079,0
2023-08-18 0000,15.43,95.609,0,0
2023-08-18 0030,14.709,98.746,0.119,0
2023-08-18 0100,14.793,100,0.199,0
2023-08-18 0130,14.757,100,0.079,0
2023-08-18 0200,14.322,100,0,0
2023-08-18 0230,13.773,100,0.04,0
2023-08-18 0300,13.599,100,0.079,0
2023-08-18 0330,13.661,100,0.04,0
2023-08-18 0400,13.475,100,0.636,0
2023-08-18 0430,13.553,100,5.124,0
2023-08-18 0500,13.45,100,20.376,0
2023-08-18 0530,13.137,100,49.609,0
2023-08-18 0600,12.684,100,69.827,0
2023-08-18 0630,13.117,100,86.588,0
2023-08-18 0700,13.175,100,127.777,0
2023-08-18 0730,13.429,100,210.83,0
2023-08-18 0800,13.713,100,250.51,0
2023-08-18 0830,15.195,96.716,427.817,0
2023-08-18 0900,15.972,89.6,507.137,0
2023-08-18 0930,16.907,85.27,550.311,0
2023-08-18 1000,17.192,80.481,567.867,0
2023-08-18 1030,18.289,74.754,515.756,0
2023-08-18 1100,18.613,72.349,706.051,0
2023-08-18 1130,18.969,70.294,766.981,0
2023-08-18 1200,19.796,65.318,753.555,0
2023-08-18 1230,20.438,62.23,777.983,0
2023-08-18 1300,20.666,61.339,749.266,0
2023-08-18 1330,21.005,61.719,762.611,0
2023-08-18 1400,21.68,57.664,725.275,0
2023-08-18 1430,22.046,54.999,686.231,0
2023-08-18 1500,22.104,56.283,392.904,0
2023-08-18 1530,22.804,54.074,394.413,0
2023-08-18 1600,22.593,54.005,281.491,0
2023-08-18 1630,22.738,52.305,341.626,0
2023-08-18 1700,23.197,51.982,387.422,0
2023-08-18 1730,23.416,51.706,292.612,0
2023-08-18 1800,22.991,53.009,210.711,0
2023-08-18 1830,22.536,57.748,123.765,0
2023-08-18 1900,21.778,61.171,73.362,0
2023-08-18 1930,21.145,64.243,36.86,0
2023-08-18 2000,20.804,66.939,13.862,0
2023-08-18 2030,20.023,68.267,2.82,0
2023-08-18 2100,20.047,68.763,0.199,0
2023-08-18 2130,19.617,70.94,0.119,0
2023-08-18 2200,18.999,73.451,0,0
2023-08-18 2230,18.596,75.702,0.04,0
2023-08-18 2300,18.35,77.011,0.04,0
2023-08-18 2330,18.138,76.258,0,0
2023-08-19 0000,18.147,75.36,0.04,0
2023-08-19 0030,17.868,75.406,0,0
2023-08-19 0100,17.799,75.547,0,0
2023-08-19 0130,17.325,77.431,0.119,0
2023-08-19 0200,16.683,79.809,0.079,0
2023-08-19 0230,16.363,81.47,0,0
2023-08-19 0300,16.176,81.879,0.04,0
2023-08-19 0330,15.95,83.001,0.04,0
2023-08-19 0400,15.668,83.426,0.437,0
2023-08-19 0430,15.543,84.5,6.156,0
2023-08-19 0500,15.178,85.201,30.743,0
2023-08-19 0530,15.433,84.389,63.67,0
2023-08-19 0600,15.533,84.199,41.904,0
2023-08-19 0630,15.58,83.777,69.906,0
2023-08-19 0700,15.838,82.578,166.464,0
2023-08-19 0730,16.045,82.09,223.779,0
2023-08-19 0800,16.516,79.102,243.48,0
2023-08-19 0830,16.697,79.884,189.541,0
2023-08-19 0900,16.97,78.243,319.423,0
2023-08-19 0930,17.265,75.296,323.593,0
2023-08-19 1000,18.149,71.578,313.664,0
2023-08-19 1030,18.502,71.656,399.14,0
2023-08-19 1100,19.115,70.029,380.392,0
2023-08-19 1130,19.585,68.047,463.207,0
2023-08-19 1200,19.754,67.74,368.596,0
2023-08-19 1230,20.263,67.048,333.96,0
2023-08-19 1300,20.828,64.708,448.471,0
2023-08-19 1330,21.553,62.195,436.714,0
2023-08-19 1400,21.258,62.877,296.346,0
2023-08-19 1430,21.597,61.553,300.08,0
2023-08-19 1500,21.122,61.185,175.917,0
2023-08-19 1530,21.19,59.822,203.006,0
2023-08-19 1600,20.817,60.067,155.223,0
2023-08-19 1630,20.419,61.913,97.273,0
2023-08-19 1700,19.972,63.369,51.595,0
2023-08-19 1730,19.331,68.248,44.287,0
2023-08-19 1800,18.26,74.189,26.652,0
2023-08-19 1830,17.628,76.321,22.005,0
2023-08-19 1900,16.971,81.046,15.57,0
2023-08-19 1930,16.869,80.82,8.46,0
2023-08-19 2000,17.051,78.551,4.051,0
2023-08-19 2030,16.797,80.023,1.072,0
2023-08-19 2100,16.765,80.61,0.199,0
2023-08-19 2130,16.938,79.296,0,0
2023-08-19 2200,17.014,77.439,0,0
2023-08-19 2230,17.114,77.827,0,0
2023-08-19 2300,15.449,84.601,0.04,0
2023-08-19 2330,15.569,81.952,0.079,0
2023-08-20 0000,15.688,82.064,0.04,0
2023-08-20 0030,15.366,86.114,0.119,0
2023-08-20 0100,15.27,88.38,0,0
2023-08-20 0130,14.981,95.034,0.04,0
2023-08-20 0200,14.751,98.799,0.079,0
2023-08-20 0230,14.734,100,0,0
2023-08-20 0300,14.767,100,0.079,0
2023-08-20 0330,14.585,100,0.04,0.1
2023-08-20 0400,14.543,100,0.04,0.1
2023-08-20 0430,14.51,100,0.556,0
2023-08-20 0500,14.384,100,2.343,0
2023-08-20 0530,14.329,100,6.951,0
2023-08-20 0600,14.266,100,10.685,0
2023-08-20 0630,14.254,100,17.119,0.1
2023-08-20 0700,14.283,100,27.128,0.1
2023-08-20 0730,14.423,100,36.343,0
2023-08-20 0800,14.336,100,55.13,0
2023-08-20 0830,14.524,100,54.852,0
2023-08-20 0900,14.44,100,67.841,0.1
2023-08-20 0930,14.618,100,95.326,0
2023-08-20 1000,14.721,100,200.742,0
2023-08-20 1030,14.998,100,297.021,0
2023-08-20 1100,15.035,100,212.975,0
2023-08-20 1130,14.843,100,193.791,0
2023-08-20 1200,14.791,100,315.451,0
2023-08-20 1230,15.216,100,119.714,0
2023-08-20 1300,15.425,100,410.142,0
2023-08-20 1330,15.458,100,234.86,0
2023-08-20 1400,16.572,93.197,337.575,0
2023-08-20 1430,15.814,92.221,107.719,0
2023-08-20 1500,15.787,94.441,247.332,0
2023-08-20 1530,16.809,95.08,231.484,0
2023-08-20 1600,16.887,94.281,418.126,0
2023-08-20 1630,17.157,92.907,323.157,0
2023-08-20 1700,17.185,90.461,309.136,0
2023-08-20 1730,17.576,92.212,205.826,0
2023-08-20 1800,17.06,93.612,346.234,0
2023-08-20 1830,16.384,93.326,135.244,0
2023-08-20 1900,16.032,95.631,99.735,0
2023-08-20 1930,15.622,97.713,42.698,0
2023-08-20 2000,15.128,99.898,14.1,0
2023-08-20 2030,15.05,100,1.43,0
2023-08-20 2100,14.911,100,0.159,0
2023-08-20 2130,14.794,100,0,0
2023-08-20 2200,14.147,100,0,0
2023-08-20 2230,14.131,100,0.04,0
2023-08-20 2300,13.855,100,0.079,0
2023-08-20 2330,13.663,100,0,0.5
2023-08-21 0000,13.727,100,0,0.1
2023-08-21 0030,13.417,100,0.04,0.1
2023-08-21 0100,12.478,100,0,0
2023-08-21 0130,12.478,100,0.079,0
2023-08-21 0200,12.293,100,0,0
2023-08-21 0230,12.182,100,0,0
2023-08-21 0300,11.944,100,0.159,0
2023-08-21 0330,11.868,100,0.079,0.1
2023-08-21 0400,11.849,100,0.04,0
2023-08-21 0430,11.639,100,0.516,0
2023-08-21 0500,11.629,100,3.098,0
2023-08-21 0530,11.178,100,8.619,0
2023-08-21 0600,11.145,100,14.656,0
2023-08-21 0630,10.847,100,26.93,0
2023-08-21 0700,10.77,100,39.521,0
2023-08-21 0730,10.931,100,53.343,0
2023-08-21 0800,10.873,100,80.352,0
2023-08-21 0830,11.107,100,122.018,0
2023-08-21 0900,11.219,100,128.333,0
2023-08-21 0930,11.278,100,196.293,0
2023-08-21 1000,11.364,100,195.221,0
2023-08-21 1030,11.451,100,159.99,0
2023-08-21 1100,11.972,99.367,224.851,0
2023-08-21 1130,11.93,96.519,159.433,0
2023-08-21 1200,12.559,92.604,313.664,0
2023-08-21 1230,12.945,88.306,344.684,0
2023-08-21 1300,13.465,86.84,327.843,0
2023-08-21 1330,14.062,80.97,462.73,0
2023-08-21 1400,14.703,78.94,399.894,0
2023-08-21 1430,14.871,78.134,200.622,0
2023-08-21 1500,15.288,75.287,510.394,0
2023-08-21 1530,15.977,68.561,529.3,0
2023-08-21 1600,16.339,65.469,472.382,0
2023-08-21 1630,16.589,63.497,263.736,0
2023-08-21 1700,16.781,61.117,234.94,0
2023-08-21 1730,17.159,57.571,178.34,0
2023-08-21 1800,17.916,54.245,276.447,0
2023-08-21 1830,18.216,50.228,195.101,0
2023-08-21 1900,17.778,51.479,67.245,0
2023-08-21 1930,17.473,53.389,29.233,0
2023-08-21 2000,16.927,58.299,7.428,0
2023-08-21 2030,16.199,60.094,0.874,0
2023-08-21 2100,15.808,62.539,0.199,0
2023-08-21 2130,15.389,65.137,0,0
2023-08-21 2200,15.517,64.934,0.079,0
2023-08-21 2230,15.584,63.913,0.079,0
2023-08-21 2300,15.279,62.461,0.159,0
2023-08-21 2330,14.611,64.928,0.04,0
2023-08-22 0000,13.48,68.838,0,0
2023-08-22 0030,13.5,68.345,0.159,0
2023-08-22 0100,12.635,71.814,0.04,0
2023-08-22 0130,12.155,73.974,0,0
2023-08-22 0200,12.01,75.4,0.04,0
2023-08-22 0230,11.814,75.187,0.079,0
2023-08-22 0300,11.284,78.291,0,0
2023-08-22 0330,11.096,76.5,0,0
2023-08-22 0400,11.083,72.706,0.04,0
2023-08-22 0430,10.516,78.972,0.437,0
2023-08-22 0500,9.998,84.168,3.416,0
2023-08-22 0530,9.822,82.168,7.626,0
2023-08-22 0600,9.822,78.377,18.35,0
2023-08-22 0630,9.623,78.557,33.166,0
2023-08-22 0700,9.122,83.278,64.703,0
2023-08-22 0730,9.494,82.464,137.032,0
2023-08-22 0800,9.754,79.924,169.085,0
2023-08-22 0830,11.392,71.793,520.443,0
2023-08-22 0900,12.7,69.406,591.302,0
2023-08-22 0930,13.414,70.309,656.759,0
2023-08-22 1000,13.971,67.772,770.357,0
2023-08-22 1030,14.212,65.436,660.652,0
2023-08-22 1100,15.27,63.042,886.734,0
2023-08-22 1130,15.39,61.22,661.685,0
2023-08-22 1200,15.029,59.583,659.023,0
2023-08-22 1230,15.439,57.319,737.668,0
2023-08-22 1300,16.173,54.894,695.089,0
2023-08-22 1330,15.751,56.64,583.954,0
2023-08-22 1400,15.744,56.898,458.322,0
2023-08-22 1430,15.878,55.193,587.37,0
2023-08-22 1500,16.211,52.173,516.272,0
2023-08-22 1530,16.222,50.652,249.001,0
2023-08-22 1600,16.114,53.998,224.573,0
2023-08-22 1630,17.072,49.191,525.328,0
2023-08-22 1700,16.445,45.47,171.746,0
2023-08-22 1730,15.892,53.296,123.011,0
2023-08-22 1800,15.573,54.101,106.488,0
2023-08-22 1830,15.389,57.045,99.894,0
2023-08-22 1900,14.759,61.429,56.362,0
2023-08-22 1930,13.587,63.798,27.208,0
2023-08-22 2000,12.784,66.827,7.547,0
2023-08-22 2030,11.95,70.309,1.072,0
2023-08-22 2100,10.979,73.647,0,0
2023-08-22 2130,10.149,75.371,0,0
2023-08-22 2200,9.52,76.556,0.04,0
2023-08-22 2230,8.597,79.581,0.04,0
2023-08-22 2300,7.822,83.986,0.119,0
2023-08-22 2330,7.066,86.347,0.079,0
2023-08-23 0000,6.323,88.87,0.079,0
2023-08-23 0030,5.977,88.895,0.04,0
2023-08-23 0100,4.872,92.553,0,0
2023-08-23 0130,4.839,92.617,0.04,0
2023-08-23 0200,4.755,92.24,0,0
2023-08-23 0230,4.69,92.09,0.238,0
2023-08-23 0300,4.582,92.003,0,0
2023-08-23 0330,4.585,91.277,0.079,0
2023-08-23 0400,4.707,89.815,0.079,0
2023-08-23 0430,4.098,91.879,2.343,0
2023-08-23 0500,3.305,94.368,13.663,0
2023-08-23 0530,3.348,94.569,25.937,0
2023-08-23 0600,3.891,96.226,59.897,0
2023-08-23 0630,4.338,97.179,94.81,0
2023-08-23 0700,5.358,97.823,116.338,0
2023-08-23 0730,6.075,94.689,90.679,0
2023-08-23 0800,6.878,92.318,166.067,0
2023-08-23 0830,7.721,89.828,333.206,0
2023-08-23 0900,8.131,86.785,287.965,0
2023-08-23 0930,8.389,85.699,186.045,0
2023-08-23 1000,8.302,88.748,493.354,0
2023-08-23 1030,9.416,82.462,311.797,0
2023-08-23 1100,9.175,85.24,205.706,0
2023-08-23 1130,8.717,90.082,203.522,0
2023-08-23 1200,8.509,93.478,264.332,0
2023-08-23 1230,,,,
2023-08-23 1300,,,,
2023-08-23 1330,,,,
2023-08-23 1400,,,,
2023-08-23 1430,,,,
2023-08-23 1500,,,,
2023-08-23 1530,,,,
2023-08-23 1600,,,,
2023-08-23 1630,,,,
2023-08-23 1700,,,,
2023-08-23 1730,,,,
2023-08-23 1800,,,,
2023-08-23 1830,,,,
2023-08-23 1900,,,,
2023-08-23 1930,,,,
2023-08-23 2000,,,,
2023-08-23 2030,,,,
2023-08-23 2100,,,,
2023-08-23 2130,,,,
2023-08-23 2200,,,,
2023-08-23 2230,,,,
2023-08-23 2300,,,,
2023-08-23 2330,8.713,90.851,0.079,0
2023-08-24 0000,8.274,93.701,0,0
2023-08-24 0030,8.321,92.592,0.079,0
2023-08-24 0100,,,,
2023-08-24 0130,7.937,94.623,0.119,0
2023-08-24 0200,7.986,92.641,0.04,0
2023-08-24 0230,7.793,92.855,0.119,0
2023-08-24 0300,7.584,97.552,0.079,0
2023-08-24 0330,7.691,98.502,0.04,0
2023-08-24 0400,7.646,99.958,0.199,0
2023-08-24 0430,7.402,100,1.43,0
2023-08-24 0500,7.28,100,7.745,0
2023-08-24 0530,7.129,99.922,44.525,0
2023-08-24 0600,6.904,97.973,109.864,0
2023-08-24 0630,7.624,93.615,162.81,0
2023-08-24 0700,8.593,89.629,305.72,0
2023-08-24 0730,9.572,85.945,406.806,0
2023-08-24 0800,10.797,81.506,363.988,0
2023-08-24 0830,10.859,80.577,330.266,0
2023-08-24 0900,11.245,80.204,360.334,0
2023-08-24 0930,11.841,77.362,389.13,0
2023-08-24 1000,11.723,76.179,475.242,0
2023-08-24 1030,11.897,77.05,589.395,0
2023-08-24 1100,12.896,70.884,726.149,0
2023-08-24 1130,12.486,66.606,641.309,0
2023-08-24 1200,12.629,63.944,484.298,0
2023-08-24 1230,13.03,63.95,585.384,0
2023-08-24 1300,13.504,58.162,462.055,0
2023-08-24 1330,13.681,58.01,545.347,0
2023-08-24 1400,14.276,52.598,785.251,0
2023-08-24 1430,14.589,47.925,668,0
2023-08-24 1500,15.003,50.735,651.874,0
2023-08-24 1530,14.744,51.842,461.857,0
2023-08-24 1600,15.488,39.834,514.644,0
2023-08-24 1630,15.404,37.563,241.494,0
2023-08-24 1700,15.364,41.674,198.994,0
2023-08-24 1730,15.652,44.08,328.519,0
2023-08-24 1800,15.678,46.227,197.842,0
2023-08-24 1830,15.379,46.418,148.908,0
2023-08-24 1900,14.59,51.123,81.266,0
2023-08-24 1930,13.627,53.744,32.848,0
2023-08-24 2000,12.835,58.094,6.673,0
2023-08-24 2030,12.312,59.522,0.516,0
2023-08-24 2100,12.118,58.435,0.159,0
2023-08-24 2130,11.798,60.211,0.119,0
2023-08-24 2200,11.062,61.639,0.119,0
2023-08-24 2230,10.81,59.721,0,0
2023-08-24 2300,10.354,59.12,0,0
2023-08-24 2330,10.066,59.767,0,0
2023-08-25 0000,9.3,61.575,0.04,0
2023-08-25 0030,9.035,62.519,0.04,0
2023-08-25 0100,8.837,63.512,0,0
2023-08-25 0130,8.269,64.932,0.159,0
2023-08-25 0200,8.185,65.612,0,0
2023-08-25 0230,7.777,67.048,0,0
2023-08-25 0300,7.436,68.096,0.079,0
2023-08-25 0330,7.406,68.099,0.04,0
2023-08-25 0400,7.292,68.078,0.159,0
2023-08-25 0430,6.818,69.734,1.311,0
2023-08-25 0500,6.591,70.298,12.71,0
2023-08-25 0530,6.869,70.2,50.166,0
2023-08-25 0600,6.965,69.5,103.509,0
2023-08-25 0630,7.484,68.08,166.345,0
2023-08-25 0700,7.852,67.668,215.994,0
2023-08-25 0730,8.612,66.924,298.491,0
2023-08-25 0800,10.281,64.286,407.759,0
2023-08-25 0830,11.793,59.732,447.756,0
2023-08-25 0900,12.832,55.829,555.991,0
2023-08-25 0930,14.086,50.653,635.629,0
2023-08-25 1000,15.064,46.695,691.712,0
2023-08-25 1030,15.715,45.008,732.584,0
2023-08-25 1100,15.88,42.578,748.312,0
2023-08-25 1130,16.323,42.381,802.212,0
2023-08-25 1200,16.327,41.053,819.926,0
2023-08-25 1230,16.842,40.309,836.609,0
2023-08-25 1300,17.165,38.065,821.078,0
2023-08-25 1330,17.009,39.727,589.951,0
2023-08-25 1400,17.218,38.065,759.474,0
2023-08-25 1430,17.106,37.1,712.168,0
2023-08-25 1500,17.68,37.86,688.296,0
2023-08-25 1530,17.729,36.004,601.113,0
2023-08-25 1600,17.469,37.721,266.437,0
2023-08-25 1630,18.117,36.494,440.805,0
2023-08-25 1700,17.887,36.306,350.285,0
2023-08-25 1730,18.085,34.972,278.909,0
2023-08-25 1800,17.811,36.215,196.65,0
2023-08-25 1830,17.825,36.929,127.698,0
2023-08-25 1900,17.489,38.301,63.154,0
2023-08-25 1930,17.271,38.161,26.969,0
2023-08-25 2000,17.046,38.653,5.044,0
2023-08-25 2030,16.845,38.381,0.318,0
2023-08-25 2100,16.734,38.182,0,0
